,age,income,children,income_zscore,age_MinMax,income_MinMax,kids_MinMax,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES,age_bins_young,age_bins_mid-age,age_bins_old,id
299,24,13667.7,0,-1.075074751069613,0.12244897959183673,0.14890058467658332,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12400
300,19,8162.42,1,-1.5022143331871014,0.02040816326530612,0.0541712430111627,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,ID12401
301,37,15349.6,0,-0.9445807411076487,0.3877551020408163,0.17784103452601344,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12402
302,45,29231.4,0,0.1324700630364724,0.5510204081632653,0.41670513864624636,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12403
303,49,41462.3,3,1.0814320622301168,0.6326530612244898,0.6271622098534498,1.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,ID12404
304,67,57398.1,3,2.3178470951998955,1.0,0.9013694877597159,1.0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12405
305,35,11520.8,0,-1.2416468362038906,0.3469387755102041,0.11195888078114263,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12406
306,63,52117.3,2,1.9081243008559152,0.9183673469387755,0.8105027729937544,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12407
307,38,26281.4,0,-0.09641234934701941,0.40816326530612246,0.3659444946984379,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12408
308,48,25683.4,2,-0.14280952989119844,0.6122448979591837,0.35565470992528897,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12409
309,28,11920.7,1,-1.2106196915557013,0.20408163265306123,0.11883995926071167,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12410
310,46,30658.7,0,0.24321035700086488,0.5714285714285714,0.4412646868180114,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12411
311,66,36646.4,1,0.7077795843326052,0.9795918367346939,0.5442950284337038,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12412
312,61,30760.4,2,0.25110098118371277,0.8775510204081632,0.4430146385093647,0.6666666666666666,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,ID12413
313,18,16109.9,2,-0.8855911485194559,0.0,0.19092351506618926,0.6666666666666666,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,ID12414
314,54,18036.7,0,-0.7360960189667398,0.7346938775510204,0.224077958713185,0.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,ID12415
315,45,42628.3,0,1.1718988055654223,0.5510204081632653,0.6472255694612954,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12416
316,60,22110.1,2,-0.4200520804572771,0.8571428571428571,0.2941689441562368,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,ID12417
317,45,37689.1,1,0.7886798187028651,0.5510204081632653,0.5622367651945105,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12418
318,31,23171.8,2,-0.3376776881767505,0.2653061224489796,0.3124376138780633,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12419
319,39,21951.3,0,-0.43237293709676805,0.42857142857142855,0.29143647288202934,0.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12420
320,53,38103.4,2,0.8208242198725197,0.7142857142857143,0.5693656244445366,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12421
321,35,22882.9,0,-0.3600926471386455,0.3469387755102041,0.3074665121707678,0.0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,ID12422
322,25,11043.7,1,-1.2786637172032682,0.14285714285714285,0.10374942205995642,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,ID12423
323,32,24027.6,0,-0.2712785124080074,0.2857142857142857,0.3271633627223123,0.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12424
324,36,28495.1,0,0.07534256465072134,0.3673469387755102,0.4040356260568323,0.0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12425
325,24,9465.21,0,-1.4011344287704608,0.12244897959183673,0.07658834786837126,0.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,ID12426
326,39,34852.3,1,0.5685802839742248,0.42857142857142855,0.5134239534144621,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,ID12427
327,24,21268.4,0,-0.4853572758820854,0.12244897959183673,0.2796858139830604,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,ID12428
328,57,50849.2,1,1.8097358984343872,0.7959183673469388,0.7886825788953761,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,ID12429
329,27,18555.9,3,-0.6958127143872452,0.1836734693877551,0.2330118320479993,1.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,ID12430
330,66,52769.9,3,1.9587577457106495,0.9795918367346939,0.8217320598548865,1.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12431
331,18,11601.4,2,-1.235393303174023,0.0,0.11334576481578446,0.6666666666666666,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,ID12432
332,33,29541.7,0,0.1565453893288783,0.30612244897959184,0.42204447010963786,0.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12433
333,48,17861.0,2,-0.7497281002737838,0.6122448979591837,0.22105468917364943,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12434
334,23,21042.0,1,-0.502923031191788,0.10204081632653061,0.27579014964754045,0.3333333333333333,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,ID12435
335,44,26688.1,1,-0.06485761134147179,0.5306122448979592,0.37294258076405606,0.3333333333333333,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,ID12436
336,39,26900.6,2,-0.04837031892401688,0.42857142857142855,0.37659906782809316,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,ID12437
337,65,38080.9,1,0.8190785065577304,0.9591836734693877,0.5689784669906974,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,ID12438
338,60,37554.1,2,0.778205538814129,0.8571428571428571,0.5599138204714752,0.6666666666666666,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,ID12439
339,20,18184.6,0,-0.7246208634441914,0.04081632653061224,0.22662287370975476,0.0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,ID12440
340,45,28864.9,0,0.10403433282001487,0.5510204081632653,0.4103987738981542,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12441
341,66,48346.1,1,1.6155272318455336,0.9795918367346939,0.7456117423307119,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,ID12442
342,64,53104.3,0,1.984702924931341,0.9387755102040817,0.8274860799688347,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,ID12443
343,51,19416.8,0,-0.6290178436004833,0.673469387755102,0.24782533658178513,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12444
344,34,23638.1,2,-0.30149874956847184,0.32653061224489793,0.3204612370214067,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12445
345,65,42378.2,1,1.1524942322308078,0.9591836734693877,0.642922099274398,0.3333333333333333,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12446
346,50,39745.3,0,0.9482147394970809,0.6530612244897959,0.5976177943760305,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,ID12447
347,66,45189.8,0,1.3706385680468847,0.9795918367346939,0.6913012947061467,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,ID12448
348,63,37930.9,0,0.8074404177924681,0.9183673469387755,0.566397417298436,0.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,ID12449
349,53,24042.0,1,-0.2701612558865421,0.7142857142857143,0.3274111434927694,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,ID12450
350,33,31207.1,0,0.28575920952666367,0.30612244897959184,0.4507010044929192,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12451
351,38,24424.3,0,-0.2404996469868103,0.40816326530612246,0.33398937880844637,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,ID12452
352,56,24607.8,1,-0.22626238506397278,0.7755102040816326,0.33714686293197954,0.3333333333333333,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,ID12453
353,48,43057.0,1,1.2051604632565416,0.6122448979591837,0.6546022094817786,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12454
354,49,30198.5,0,0.2075047006690401,0.6326530612244898,0.4333460263621533,0.0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12455
355,54,50186.1,2,1.7582877873660845,0.7346938775510204,0.7772726185557857,0.6666666666666666,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,ID12456
356,41,22916.1,0,-0.357516750158601,0.46938775510204084,0.30803778450265495,0.0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12457
357,19,9592.73,0,-1.391240501574819,0.02040816326530612,0.07878258424675247,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12458
358,52,34253.6,3,0.5221287923491409,0.6938775510204082,0.5031221237427492,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,ID12459
359,52,22792.3,1,-0.3671220527528641,0.6938775510204082,0.30590755815664183,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,ID12460
360,64,51620.8,2,1.869602227042897,0.9387755102040817,0.801959498512369,0.6666666666666666,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12461
361,56,19918.9,3,-0.5900612811402285,0.7755102040816326,0.25646497025168163,1.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,ID12462
362,56,29625.1,2,0.16301616668236396,0.7755102040816326,0.4234795337385352,0.6666666666666666,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,ID12463
363,19,12549.0,0,-1.1618716170809393,0.02040816326530612,0.12965111607169744,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,ID12464
364,56,51299.3,1,1.844657923456018,0.7755102040816326,0.7964274486719554,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,ID12465
365,27,17364.8,2,-0.7882268979092716,0.1836734693877551,0.21251657679164856,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,ID12466
366,59,29866.9,1,0.18177676577196702,0.8367346938775511,0.42764018584246066,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,ID12467
367,56,47750.2,0,1.5692929845440682,0.7755102040816326,0.7353580922532547,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,ID12468
368,21,11281.5,0,-1.2602134671474057,0.061224489795918366,0.10784124617208822,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12469
369,64,34073.8,3,0.5081786032825135,0.9387755102040817,0.5000283055116252,1.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,ID12470
370,62,46870.4,0,1.5010317145728833,0.8979591836734694,0.7202193754582439,0.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,ID12471
371,44,38453.7,2,0.8480030365023286,0.5306122448979592,0.5753932358258644,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12472
372,24,7756.36,0,-1.5337194153472504,0.12244897959183673,0.047184169424231474,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,ID12473
373,52,28413.8,0,0.06903472053994923,0.6938775510204082,0.4026366971236266,0.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12474
374,67,47198.6,2,1.526495852791277,1.0,0.7258667121849119,0.6666666666666666,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12475
375,41,20866.3,0,-0.516555112498832,0.46938775510204084,0.27276688010800487,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12476
376,58,33204.3,1,0.44071648207320974,0.8163265306122449,0.485066820795483,0.3333333333333333,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,ID12477
377,40,24823.5,2,-0.20952681341952553,0.4489795918367347,0.3408584123894515,0.6666666666666666,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12478
378,19,17986.8,0,-0.7399676231626505,0.02040816326530612,0.22321932951555934,0.0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,ID12479
379,20,9909.82,3,-1.3666383577976389,0.04081632653061224,0.08423875122621369,1.0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,ID12480
380,56,26542.8,0,-0.07613103999208916,0.7755102040816326,0.37044240396215217,0.0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12481
381,46,32583.5,2,0.3925503120367106,0.5714285714285714,0.4743847164691103,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12482
382,30,14606.6,1,-1.0022280741249145,0.24489795918367346,0.16505623505034508,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,ID12483
383,40,34836.8,1,0.567377681468481,0.4489795918367347,0.5131572449462618,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12484
384,36,26920.8,0,-0.04680305630362817,0.3673469387755102,0.37694664918665105,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12485
385,57,38248.3,3,0.8320666136197632,0.7959183673469388,0.5718589184472612,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,ID12486
386,49,15689.1,0,-0.9182398668689383,0.6326530612244898,0.1836828103294985,0.0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,ID12487
387,61,30157.7,1,0.2043391405248888,0.8775510204081632,0.4326439808458582,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,ID12488
388,29,14642.2,0,-0.9994659677246256,0.22448979591836735,0.1656688041773085,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,ID12489
389,48,15933.3,0,-0.8992930583590913,0.6122448979591837,0.18788475922850015,0.0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,ID12490
390,56,44288.3,0,1.3006936545676584,0.7755102040816326,0.6757891860556554,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,ID12491
391,40,22197.1,0,-0.41330198897342496,0.4489795918367347,0.2956659529777484,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,ID12492
392,58,38248.3,3,0.8320666136197632,0.8163265306122449,0.5718589184472612,1.0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,ID12493
393,60,22053.2,2,-0.4244667954622331,0.8571428571428571,0.2931898659729723,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,ID12494
394,58,25468.5,0,-0.15948303172889766,0.8163265306122449,0.35195692606617573,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,ID12495
395,67,23485.9,3,-0.3133075303022911,1.0,0.3178423319336588,1.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,ID12496
396,40,25768.6,0,-0.13619909547252967,0.4489795918367347,0.35712074615049344,0.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,ID12497
397,48,34182.2,2,0.5165890620968759,0.6122448979591837,0.5018935440892327,0.6666666666666666,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12498
398,64,57444.5,1,2.321447143991284,0.9387755102040817,0.9021678924645222,0.3333333333333333,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,ID12499
399,43,38059.8,0,0.8174414154047502,0.5102040816326531,0.568615399333986,0.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,ID12500
400,34,19481.3,0,-0.6240134654314206,0.32653061224489793,0.24893518794945754,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,ID12501
401,26,19563.8,3,-0.6176125166105263,0.16326530612244897,0.25035476528020134,1.0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,ID12502
402,48,38598.4,0,0.8592299127978853,0.6122448979591837,0.5778830884289994,0.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,ID12503
403,35,20754.3,0,-0.5252448854435612,0.3469387755102041,0.270839696337783,0.0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,ID12504
404,24,13864.6,3,-1.0597978198837454,0.12244897959183673,0.15228864257262514,1.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12505
405,47,36599.0,3,0.7041019482827823,0.5918367346938775,0.5434794167309491,1.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12506
406,52,45856.1,1,1.4223349583421796,0.6938775510204082,0.702766317439172,0.3333333333333333,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12507
407,31,22362.3,0,-0.40048457387994935,0.2653061224489796,0.2985085490388257,0.0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,ID12508
408,41,21984.0,1,-0.4298358337459408,0.46938775510204084,0.29199914171494235,0.3333333333333333,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,ID12509
409,23,11073.0,2,-1.2763904105311203,0.10204081632653061,0.10425358709984481,0.6666666666666666,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,ID12510
410,27,18158.5,1,-0.726645890889347,0.1836734693877551,0.2261737710633013,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,ID12511
411,22,7304.2,0,-1.5688012701212573,0.08163265306122448,0.039403853231878574,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,ID12512
412,67,58092.0,2,2.3716848938279993,1.0,0.9133094236361174,0.6666666666666666,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12513
413,26,16518.6,0,-0.8538812359970379,0.16326530612244897,0.1979560151277043,0.0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,ID12514
414,58,46461.5,0,1.4693062845987783,0.8163265306122449,0.7131834339971392,0.0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,ID12515
415,27,20058.7,0,-0.5792145824110041,0.1836734693877551,0.2588705085648693,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,ID12516
416,36,12533.2,1,-1.1630974957642135,0.3673469387755102,0.12937924550411256,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,ID12517
417,31,22848.5,1,-0.36276164882881246,0.2653061224489796,0.3068745914413425,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,ID12518
418,28,25699.4,2,-0.1415681337562371,0.20408163265306123,0.35593002189246353,0.6666666666666666,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,ID12519
419,57,21612.6,0,-0.4586517415287304,0.7959183673469388,0.285608462676903,0.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,ID12520
420,64,48950.9,0,1.6624520057470715,0.9387755102040817,0.7560185346899102,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,ID12521
421,49,41438.0,1,1.079546691850144,0.6326530612244898,0.6267440798033034,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,ID12522
422,22,11411.0,1,-1.2501659171800625,0.08163265306122448,0.11006955240640727,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,ID12523
423,58,43940.6,0,1.27371656480978,0.8163265306122449,0.6698063128689933,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,ID12524
424,20,17239.5,1,-0.7979485813911873,0.04081632653061224,0.21036053994871284,0.3333333333333333,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,ID12525
425,44,30488.7,0,0.23002052306690093,0.5306122448979592,0.4383394971667818,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12526
426,65,29866.3,3,0.1817302134169058,0.9591836734693877,0.4276298616436916,1.0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,ID12527
427,53,32184.4,2,0.36158523719526947,0.7142857142857143,0.4675174035879,0.6666666666666666,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,ID12528
428,34,17308.7,1,-0.7925795431074795,0.32653061224489793,0.2115512642067428,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12529
429,35,27863.9,2,0.026369487126497816,0.3469387755102041,0.3931745689517962,0.6666666666666666,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,ID12530
430,48,28920.6,0,0.10835594311484871,0.6122448979591837,0.4113572036838806,0.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,ID12531
431,64,58367.3,1,2.3930446660751774,0.9387755102040817,0.9180465101713147,0.3333333333333333,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,ID12532
432,46,16849.3,0,-0.8282231296325563,0.5714285714285714,0.20364636934924338,0.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,ID12533
433,42,28138.5,0,0.04767494829277121,0.4897959183673469,0.39789961058842943,0.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,ID12534
434,47,23038.2,0,-0.34804334590367736,0.5918367346938775,0.3101387589521558,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,ID12535
435,23,11736.9,2,-1.2248802296560695,0.10204081632653061,0.11567731303779397,0.6666666666666666,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,ID12536
436,35,16479.5,0,-0.8569148978018496,0.3469387755102041,0.19728322150792152,0.0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,ID12537
437,64,31415.7,1,0.3019439116362219,0.9387755102040817,0.4542903842649575,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,ID12538
438,18,12117.3,1,-1.1953660365473642,0.0,0.12222285505736898,0.3333333333333333,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,ID12539
439,19,15417.1,1,-0.9393436011632806,0.02040816326530612,0.17900250688753108,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,ID12540
440,40,29414.6,1,0.1466840487817792,0.4489795918367347,0.419857460670395,0.3333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,ID12541
441,47,44682.1,0,1.3312475169393934,0.5918367346938775,0.682565301847739,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12542
442,43,36281.0,0,0.6794292001004262,0.5102040816326531,0.5380075913833549,0.0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12543
443,38,33302.8,0,0.44835882702906527,0.40816326530612246,0.48676171009340136,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,ID12544
444,21,15797.1,0,-0.9098604429579494,0.061224489795918366,0.18554116610792676,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,ID12545
445,40,31864.8,0,0.33678834939941715,0.4489795918367347,0.46201804704358823,0.0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,ID12546
446,52,43719.5,0,1.2565620219697835,0.6938775510204082,0.6660018456226,0.0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,ID12547
447,35,30799.5,2,0.25413464298852434,0.3469387755102041,0.44368743212914746,0.6666666666666666,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,ID12548
448,53,48971.6,3,1.6640580619966774,0.7142857142857143,0.7563747195474422,1.0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,ID12549
449,38,34061.4,0,0.5072165212779184,0.40816326530612246,0.4998149387370649,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,ID12550
